Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
5/13/14,House Sparrow,Bird,Juvenile,1,5/13/14,Fireplace,,Orphaned,
5/16/14,House Sparrow,Bird,Juvenile,1,5/15/14,,Warwick,Orphaned,
5/17/14,House Sparrow,Bird,Juvenile,1,5/17/14,Pettis Drive,Warwick,Orphaned,
5/26/14,House Sparrow,Bird,Juvenile,1,5/23/14,"Attic, 288 Sleepy Hollow Farm Road",Warwick,Orphaned,Fell from attic nest
5/27/14,House Sparrow,Bird,Juvenile,1,5/26/14,,Warwick,Cat attack,
6/2/14,House Sparrow,Bird,Juvenile,4,6/2/14,57 Griffin Street,Warwick,Orphaned,
7/18/14,House Sparrow,Bird,Juvenile,1,7/18/14,,,Orphaned,
7/25/14,House Sparrow,Bird,Juvenile,1,7/25/14,,Providence,Orphaned,
5/3/14,House Sparrow,Bird,Juvenile,2,5/3/14,39 Service Road,West Warwick,Orphaned,
5/9/14,House Sparrow,Bird,Juvenile,1,5/9/14,Yard 140 Main Ave,Warwick,Orphaned,
6/3/14,House Sparrow,Bird,Juvenile,1,6/3/14,CVS New London Turnpike,Coventry,orphaned,
6/5/14,House Sparrow,Bird,Juvenile,1,6/7/14,Manchester Street,Warwick,Orphaned,
6/7/14,House Sparrow,Bird,Juvenile,2,6/7/14,1499 Centerville Road,Warwick,Orphaned,
6/9/14,House Sparrow,Bird,Juvenile,1,6/8/14,Lowes Parking lot,,Orphaned,
6/11/14,House Sparrow,Bird,Juvenile,1,6/10/14,Near 34 Elbow Street,Providence,Orphaned,
6/12/14,House Sparrow,Bird,Juvenile,4,6/12/14,Warwick,Warwick,orphaned,
6/29/14,House Sparrow,Bird,Juvenile,1,6/29/14,Lincoln Woods State Park,Lincoln,Unknown trauma,
7/7/14,House Sparrow,Bird,Juvenile,1,7/7/14,248 Union Avenue,Providence,Orphaned,Fell out of nest
7/11/14,House Sparrow,Bird,Juvenile,1,7/11/14,Sandy Bottom Road,Coventry,orphaned,
7/11/14,House Sparrow,Bird,Juvenile,1,7/11/14,,,orphaned,
7/14/14,House Sparrow,Bird,Juvenile,1,7/14/14,Construction site 361 Dexter Street,Central Falls,orphaned,
7/14/14,House Sparrow,Bird,Juvenile,1,7/13/14,Ground 560 Prospect Street,Pawtucket,orphaned,
7/15/14,House Sparrow,Bird,Juvenile,1,7/15/14,300 Lambert Lind Highway,Warwick,orphaned,Fell out of nest
7/15/14,House Sparrow,Bird,Juvenile,1,7/15/14,Middletown,Middletown,Orphaned,Fell out of nest
7/15/14,House Sparrow,Bird,Juvenile,1,7/15/14,Warwick,Warwick,Orphaned,
7/17/14,House Sparrow,Bird,Juvenile,2,7/17/14,40 Shun Pike,Johnston,Orphaned,
7/17/14,House Sparrow,Bird,Juvenile,2,7/17/14,Roger Williams Park Zoo,Providence,orphaned,
6/27/14,House Sparrow,Bird,Juvenile,1,6/26/14,35 Advent Street,North Kingstown,Cat attack,
6/24/14,House Sparrow,Bird,Juvenile,1,6/24/14,,,Orphaned,
6/17/14,House Sparrow,Bird,Juvenile,1,6/16/14,Driveway 96 Central Avenue,East Providence,Orphaned,
9/3/14,House wren,Bird,Juvenile,5,9/3/14,80 Sheffield Hill Road,Exeter,Orphaned,
6/9/14,House Wren,Bird,Juvenile,2,6/8/14,Tree cut down Iron Mine Hill Road,North Smithfield,Orphaned,
6/30/14,House Wren,Bird,Juvenile,1,6/29/14,Peacedale,Peacedale,Unknown trauma,
8/7/14,House wren,Bird,Juvenile,4,8/7/14,Burlingame State Park,Charlestown,Orphaned,
11/12/14,Laughing Gull,Bird,Juvenile,1,11/12/14,Compass Rose Beach,North Kingstown,Unknown Trauma,Fx wing   
8/28/14,Laughing Gull,Bird,Juvenile,1,8/28/14,850 Charlestown Beach Road,South Kingstown,Unknown trauma,broken wing
10/8/14,Laughing Gull,Bird,Juvenile,1,10/8/14,45 Lucile Road,Warwick,Unknown trauma,
6/30/14,Little Green Heron,Bird,Juvenile,1,6/30/14,Swimming Pool 376 Mishnock Road,West Greenwich,Orphaned,
7/17/14,Little Green Heron,Bird,Juvenile,4,7/17/14,Reliance Drive,Bristol,Nest destroyed,
7/25/14,Little Green Heron,Bird,Juvenile,1,7/25/14,Bay State Veterinary Services,Seekonk,Unknown Trauma,Hyperextended Left knee
8/5/14,Mallard,Bird,Juvenile,1,7/25/14,Farm,Little Compton,Injured,Dislocated foot
7/9/14,Mallard,Bird,Juvenile,1,7/9/14,9 Arnold Ave,Smithfield,Injured,Snapping turtle attack
6/10/14,Mallard,Bird,Juvenile,1,6/10/14,Church Street,Wakefield,Unknown trauma,Injured leg
5/22/14,Mallard,Bird,Juvenile,4,5/22/14,,Barrington,Orphaned,
5/27/14,Mallard,Bird,Juvenile,2,5/27/14,60 Red Oak Drive,Coventry,Orphaned,Mother flew away
8/14/14,Mallard,Bird,Juvenile,1,7/14/14,Comstock Parkway,Cranston,Unknown trauma,Leg injury
6/12/14,Mallard,Bird,Juvenile,1,6/12/14,Fairhaven MA parking lot,,Orphaned,
6/30/14,Mallard,Bird,Juvenile,1,6/30/14,Newport Marina,Newport,Orphaned,
6/6/14,Mallard,Bird,Juvenile,1,6/5/14,,,Orphaned,
5/27/14,Mallard,Bird,Juvenile,1,5/27/14,25 Emmons Avenue,Warwick,Orphaned,
7/1/14,Mallard,Bird,Juvenile,11,7/1/14,Willett Pond,East Providence,Orphaned,
8/4/14,Mallard,Bird,Juvenile,1,8/4/14,Breakneck Hill Road,Lincoln,Unknown trauma,Possibly hit by car
7/9/14,Mallard   ,Bird,Juvenile,6,7/9/14,100 Franklin Street,Westerly,orphaned,
7/2/14,Mourning Dove,Bird,Juvenile,1,7/2/14,,Providence,Back injury,
5/13/14,Mourning Dove,Bird,Juvenile,1,5/13/14,Route 114,East Providence,Injury,
8/12/14,Mourning Dove,Bird,Juvenile,1,8/11/14,Whaley Hollow Road,Coventry,Unknown trauma,
8/3/14,Mourning Dove,Bird,Juvenile,1,8/2/14,18 Hickory Lane,Westerly,Unknown trauma,
8/1/14,Mourning Dove,Bird,Juvenile,1,7/31/14,57 Garden City Drive,Cranston,Unknown trauma,Injured wing
8/11/14,Mourning Dove,Bird,Juvenile,1,8/10/14,Park Avenue,Cranston,Hit by car,Neurological
7/22/14,Mourning Dove,Bird,Juvenile,1,7/22/14,West Greenwich,West Greenwich,Injured,
5/19/14,Mourning Dove,Bird,Juvenile,1,5/18/14,"Driveway, 290 Greenville Ave",Johnston,Cat attack,Fractured wing
6/12/14,Mourning Dove,Bird,Juvenile,1,6/12/14,Johnston,Johnston,Unknown trauma,Injured wing
6/2/14,Mourning Dove,Bird,Juvenile,1,6/2/14,Garden,Narragansett,Unknown trauma,Missing wing
7/24/14,Mourning Dove,Bird,Juvenile,1,7/21/14,,,Wing injury,Broken wing
6/17/14,Mourning Dove,Bird,Juvenile,1,6/17/14,57 Nausauket Road,Warwick,Cat attack,missing wing
6/25/14,Mourning Dove,Bird,Juvenile,1,6/25/14,,,orphaned,Fell 30 feet from tree
7/19/14,Mourning Dove,Bird,Juvenile,1,7/18/14,Coventry,Coventry,orphaned,
7/14/14,Mourning Dove,Bird,Juvenile,1,7/14/14,Lyndon Road,Cranston,Orphaned,
9/23/14,Mourning Dove,Bird,Juvenile,1,9/23/14,East Greenwich,East Greenwich,Unknown trauma,
8/4/14,Mourning Dove,Bird,Juvenile,2,8/4/14,62 Commercial Way,East Providence,Orphaned,Parent taken by hawk
7/29/14,Mourning Dove,Bird,Juvenile,1,7/27/14,back yard 882 Ten Rod Road,North Kingstown,Cat attack,
7/25/14,Mourning Dove,Bird,Juvenile,1,7/24/14,Broad Rock Road,Wakefield,Hit by car,
6/16/14,Mourning Dove,Bird,Juvenile,1,6/16/14,52 Observatory Avenue,North Providence,Orphaned,
10/2/14,Mourning Dove,Bird,Juvenile,1,10/1/14,Potter League for Animals,Middletown,Flew into window,
8/19/14,Mourning Dove,Bird,Juvenile,1,8/19/14,Lyndon Road,Cranston,Unknown trauma,missing feathers
6/16/14,Mourning Dove,Bird,Juvenile,1,6/15/14,76 Emmett Street,Central Falls,Window Strike,
6/24/14,Mourning Dove,Bird,Juvenile,1,6/24/14,42 Cedar Pond Drive,Warwick,Orphaned,
7/2/14,Mourning Dove,Bird,Juvenile,1,7/2/14,Warwick,Warwick,Found in pool,
5/15/14,Mourning Dove,Bird,Juvenile,1,5/15/14,Yard 51 Sprague Ave,Warwick,Orphaned,
5/3/14,Mourning Dove,Bird,Juvenile,1,5/2/14,,,Wing injury,"Swollen, break nonapparent"
4/21/14,Mourning Dove,Bird,Juvenile,1,4/21/14,Backyard 316 Crestwood Road,Warwick,Orphaned,Not flying
6/11/14,Northern Bobwhite,Bird,Juvenile,1,6/11/14,North Kingstown,North Kingstown,Dog attack,
9/8/14,Northern Cardinal,Bird,Juvenile,1,9/7/14,100 Woodland Drive,Coventry,injured,neurological
7/16/14,Northern Cardinal,Bird,Juvenile,1,7/16/14,House 65 Robinsen Street,Narragansett,Window Strike,
6/3/14,Northern Cardinal,Bird,Juvenile,1,6/1/14,Jobsite ,Warwick,Unknown trauma,Leg injury
6/28/14,Northern Cardinal,Bird,Juvenile,1,6/27/14,6 Cedar Lane,Middletown,Cat attack,broken wing
9/17/14,Northern Cardinal,Bird,Juvenile,1,9/16/14,Westerly,Westerly,Unknown trauma,
9/6/14,Northern Cardinal,Bird,Juvenile,1,9/6/14,car seat,Bristol,Orphaned,
7/30/14,Northern Cardinal,Bird,Juvenile,1,7/30/14,26 Arcadia Drive,North Kingstown,Unknown trauma,
6/20/14,Northern Cardinal,Bird,Juvenile,1,6/20/14,Anne Street,Westerly,orphaned,
5/29/14,Northern Cardinal,Bird,Juvenile,1,5/28/14,Pontiac Ave,Cranston,Orphaned/Injured,Eye injury
5/30/14,Northern Cardinal,Bird,Juvenile,1,5/30/14,"Backyard, 17 1st Street",North Kingstown,Orphaned/Injured,Foot injury
6/16/14,Northern Cardinal,Bird,Juvenile,2,6/16/14,Warwick,Warwick,Cat attack,
6/30/14,Northern Flicker,Bird,Juvenile,1,6/30/14,403 Mendon Road,North Smithfield,Unknown trauma,Broken wing
6/15/14,Northern Flicker,Bird,Juvenile,1,6/15/14,Adelaide Avenue,Smithfield,Unknown trauma,
6/2/14,Northern Flicker,Bird,Juvenile,1,6/2/14,Yard  Pauline Street,West Warwick,Orphaned,
11/3/14,Northern Ganett,Bird,Juvenile,1,11/3/14,Fort Wetherall State Park,Jamestown,Pavement Strike,
8/30/14,Northern Mocking Bird,Bird,Juvenile,1,8/30/14,,,Unknown trauma,Broken Leg
7/12/14,Northern Mocking Bird,Bird,Juvenile,1,7/11/14,Backyard 26 Rita Street,West Warwick,Orphaned,
8/13/14,Northern Mockingbird,Bird,Juvenile,1,8/13/14,Country Drive,West Warwick,Orphaned,
9/12/14,Northern Parula,Bird,Juvenile,1,9/12/14,100 Crossings Boulevard,Warwick,Window Strike,
7/8/14,Osprey,Bird,Juvenile,1,7/8/14,Barrington High School Field,Barrington,Unknown trauma,
8/13/14,Osprey,Bird,Juvenile,1,8/13/14,25 Robin Way,Westerly,Unknown trauma,
8/1/14,Osprey,Bird,Juvenile,1,8/1/14,,,Injured,Broken wing
4/25/14,Osprey,Bird,Juvenile,1,4/24/14,Brown Street,East Providence,Unknown trauma,Broken wing
7/17/14,Osprey,Bird,Juvenile,1,7/19/14,Petasquamscutt Cove,Narragansett,Unknown trauma,Broken wing
7/5/14,Osprey,Bird,Juvenile,3,7/4/14,1 Rumstick Circle,Barrington,Orphaned,Renested
6/28/14,Peregrine Falcon,Bird,Juvenile,2,6/28/14,500 Exchange Street,Providence,Unknown trauma,
6/8/14,Peregrine Falcon,Bird,Juvenile,1,6/8/14,Cumberland Fire Station,Cumberland,Unknown trauma,
7/22/14,Peregrine Falcon,Bird,Juvenile,1,7/22/14,111 Westminster Street,Providence,Unknown trauma,
6/28/14,Red-bellied Woodpecker,Bird,Juvenile,1,6/28/14,yard 239 Beacon Drive,North Kingstown,Dog attack,dislocated shoulder
9/10/14,Red-bellied Woodpecker,Bird,Juvenile,1,9/10/14,297 Walmsley Lane,Saunderstown,orphaned,
9/26/14,Red-eyed Vireo,Bird,Juvenile,1,9/26/14,76 Broadway,Newport,orphaned,
7/7/14,Red-eyed Vireo,Bird,Juvenile,1,7/7/14,1288 South Road,East Greenwich,Orphaned,
8/26/14,Red-tailed Hawk,Bird,Juvenile,1,8/26/14,Route 116 Smithfield/Glocester line,Smithfield,Unknown trauma,"Possibly hit by car, extremely thin"
6/16/14,Red-tailed Hawk,Bird,Juvenile,1,6/16/14,431 Lafayete,North Kingstown,Unknown trauma,
6/14/14,Red-tailed Hawk,Bird,Juvenile,1,6/14/14,Drive way,North Scituate,Unknown trauma,Broken wing
9/20/14,Red-tailed Hawk,Bird,Juvenile,1,9/20/14,Middle Highway,Barrington,Unknown trauma,
6/3/14,Red-winged Blackbird,Bird,Juvenile,3,6/3/14,Newport Bridge East Shore Road,Newport,Orphaned,Cut down tree
7/31/14,Ring-billed Gull,Bird,Juvenile,1,7/30/14,103 Atlantic Avenue,Westerly,Unknown trauma,
8/20/14,Ring-billed Gull,Bird,Juvenile,1,8/20/14,IHOP ,Warwick,Emaciated,
11/17/14,Ring-billed Gull,Bird,Juvenile,1,11/17/14,1 Somerset Road,Providence,Hit by car,
8/26/14,Ring-billed Gull,Bird,Juvenile,1,8/26/14,Napatree Point,Westerly,Angel wings,
8/28/14,Ring-billed Gull,Bird,Juvenile,1,8/28/14,Mansion Beach,Block Island,Unknown trauma,"Unable to fly, frozen wing"
11/17/14,Ring-billed Gull,Bird,Juvenile,1,11/17/14,Diamond Hill,Woonsocket,Hit by car,
10/7/14,Ring-billed Gull,Bird,Juvenile,1,10/7/14,66 Highland Avenue,Barrington,Unknown trauma,Broken wing
10/22/14,Ring-billed Gull,Bird,Juvenile,1,10/22/14,871 High Street,Central Falls,Unknown trauma,Missing wing
8/3/14,Ring-billed Gull,Bird,Juvenile,1,8/2/14,186 Thames Street,Newport,Unknown trauma,Wing Injury
8/10/14,Ring-billed Gull,Bird,Juvenile,1,8/10/14,Sleepy's Connell Highway,Newport,Unknown trauma,
11/9/14,Ring-billed Gull,Bird,Juvenile,1,11/9/14,A&W restaurant,Smithfield,Hit by car,
10/30/14,Ring-billed Gull,Bird,Juvenile,1,10/30/14,1386 Atwood Avenue,Johnston,Unknown Trauma,
1/7/14,Ring-billed Gull,Bird,Juvenile,1,1/7/14,Woodlawn Avenue,Bristol,Weak,unable to fly
10/13/14,Ring-billed Gull,Bird,Juvenile,1,10/13/14,Black Point,Narragansett,"Hook in bill, wire weight under wing",
7/2/14,Rock Dove,Bird,Juvenile,2,7/2/14,Tennis Hall of Fame,Newport,orphaned,
11/11/14,Rock Dove,Bird,Juvenile,1,11/10/14,Wickford   ,North Kingstown,Orphaned,
8/13/14,Rock Dove,Bird,Juvenile,1,8/13/14,Post Road,Warwick,Orphaned,
10/8/14,Rock Dove,Bird,Juvenile,1,10/8/14,North Main Street,Providence,Unknown trauma,"Emaciated, sick, injured"
5/30/14,Rock Dove,Bird,Juvenile,1,5/29/14,,Providence,Injured,"Broken leg, punctured crop"
11/6/14,Rock Dove,Bird,Juvenile,1,11/5/14,In Yard,Providence,Unknown trauma,
6/9/14,Rock Dove,Bird,Juvenile,1,6/9/14,,,Unknown trauma,Crop injury
6/10/14,Rock Dove,Bird,Juvenile,1,6/9/14,Central Falls,Central Falls,Orphaned,Picked up from Central Falls ACO
6/30/14,Rock Dove,Bird,Juvenile,1,6/30/14,Hasbro Childrens Hospital Eddy Street,Providence,Infected crop,
7/16/14,Rock Dove,Bird,Juvenile,1,7/15/14,267 Waverly Street,Providence,Unknown trauma,Keel sores
11/18/14,Rock Dove,Bird,Juvenile,1,11/18/14,unknown,Unknown,Attacked by animal,
9/3/14,Rock Dove,Bird,Juvenile,1,9/3/14,Delsesto Middle School,East Greenwich,Injured,
6/27/14,Rock Dove,Bird,Juvenile,1,6/27/14,In yard,North Smithfield,Orphaned,
6/25/14,Rock Dove,Bird,Juvenile,1,6/25/14,Jim's Dock,Jerusalem,Orphaned,
8/21/14,Rock Dove,Bird,Juvenile,1,8/21/14,Wickford Cove 23 Brown Street,Wickford,Unknown trauma,Found at waters edge
10/9/14,Rock Dove (Domestic),Bird,Juvenile,1,10/9/14,Palm Boulevard,Warwick,Emaciated,Lost
6/20/14,Rose-breasted Grosbeak,Bird,Juvenile,1,6/20/14,71 Freeway Drive,Cranston,Orphaned,
10/21/14,Ruby-crowned Kinglet,Bird,Juvenile,1,10/21/14,115 Chestnut Street,Warwick,Window Strike,
7/29/14,Ruby-throated Hummingbird,Bird,Juvenile,1,7/29/14,7 North Highland Terr,Charlestown,Orphaned,
8/30/14,Ruby-throated Hummingbird,Bird,Juvenile,1,8/29/14,Foster,Foster,Unknown trauma,
8/22/14,Ruby-throated Hummingbird,Bird,Juvenile,1,8/22/14,Yawgoo Pond,Exeter,Unknown trauma,
8/12/14,Ruby-throated Hummingbird,Bird,Juvenile,1,8/12/14,Westport MA,Westport MA,Unknown trauma,
8/25/14,Semipalmated Sandpiper,Bird,Juvenile,1,8/25/14,East Matunuck Beach,Matunuck,Unknown trauma,broken wing
8/7/14,Sharp-shinned Hawk,Bird,Juvenile,1,9/7/14,191 Douglas Road,Warwick,Unknown trauma,Broken wing
8/2/14,Song Sparrow,Bird,Juvenile,1,8/2/14,Yard Sweet Meadow Drive,North Kingstown,orphaned,
8/12/14,Surf Scoter,Bird,Juvenile,1,8/11/14,Scarborough Beach,Narragansett,Emaciated,Wing Injury
7/14/14,Tree Swallow,Bird,Juvenile,1,7/11/14,,Canonchet,Orphaned,
6/22/14,Tufted Titmouse,Bird,Juvenile,1,6/22/14,Goddard State Park ,East Greenwich,Unknown trauma,Head Trauma
6/11/14,Tufted Titmouse,Bird,Juvenile,1,6/11/14,,,Cat attack,
7/1/14,Tufted Titmouse,Bird,Juvenile,1,7/1/14,New England Tech,East Greenwich,Orphaned,
8/12/14,Turkey Vulture,Bird,Juvenile,1,8/12/14,Mackerel Cove,Jamestown,Crashed into ocean,
10/3/14,Turkey Vulture,Bird,Juvenile,1,10/3/14,3100 South County Trail,South Kingstown,Hit by car,
5/30/14,White-breasted Nuthatch,Bird,Juvenile,1,5/30/14,Lantern Lane,,Orphaned,
6/11/14,White-breasted Nuthatch,Bird,Juvenile,1,6/11/14,Cranston,Cranston,orphaned,
6/21/14,White-breasted Nuthatch,Bird,Juvenile,1,6/20/14,Ashaway,Ashaway,Unknown trauma,Ruptured Air sac
7/11/14,White-breasted Nuthatch,Bird,Juvenile,1,7/11/14,Greenville,Greenville,Unknown trauma,Injured wing
7/1/14,White-eyed Vireo,Bird,Juvenile,1,7/1/14,Exeter,Exeter,Orphaned,
7/1/14,White-throated Sparrow,Bird,Juvenile,3,7/1/14,Lowes Quaker Lane,Warwick,Orphaned,Found in plant
6/17/14,Wild Turkey,Bird,Juvenile,1,6/17/14,Route 146 S near Providence,,Orphaned,Family HBC
7/5/14,Wild Turkey,Bird,Juvenile,1,7/5/14,Hamilton Allenton Road,North Kingstown,Unknown trauma,
8/2/14,Wild Turkey,Bird,Juvenile,1,8/2/14,60 Hammond Hill,Saunderstown,Unknown trauma,
8/27/14,Wild Turkey,Bird,Juvenile,1,8/27/14,Poppasquash Road,Bristol,Hit by car,
6/24/14,Wild Turkey,Bird,Juvenile,1,6/24/14,Amtrak tracks,North Kingstown,Orphaned,
6/26/14,Wild Turkey,Bird,Juvenile,1,6/25/14,Kingstown Road,Wyoming,Orphaned,
6/25/14,Wild Turkey,Bird,Juvenile,1,6/25/14,312 Glen Farm Road,Portsmouth,Orphaned,Injured foot
6/18/14,Wild Turkey,Bird,Juvenile,8,6/18/14,6 Long Lane,North Kingstown,Orphaned,Dog chased mom away
6/12/14,Wild Turkey,Bird,Juvenile,1,6/12/14,Picillo Center,North Providence,Orphaned,
6/2/14,Wild Turkey,Bird,Juvenile,1,6/2/14,747 Shermantown Road,Saunderstown,Orphaned,
8/20/14,Wild Turkey,Bird,Juvenile,1,8/14/14,yard 711 Love Lane,Warwick,Dog attack,
6/21/14,Wild Turkey,Bird,Juvenile,1,6/21/14,Old Hope Road,Hope,Cat attack,
8/15/14,Wild Turkey,Bird,Juvenile,4,8/15/14,166-A Ross Hill Road,Charlestown,Orphaned,
5/5/14,Wood Duck,Bird,Juvenile,1,5/5/14,,Bradford,Orphaned,
8/13/14,Wood Duck,Bird,Juvenile,1,8/13/14,90 Lincoln Street,North Kingstown,Unknown trauma,Back injury
6/10/14,Wood Duck,Bird,Juvenile,1,6/10/14,145 Asqah Drive,North Kingstown,Hit by car,
6/15/14,Wood Duck,Bird,Juvenile,1,6/21/14,41 Victoria Avenue,Rumford,Orphaned,
6/25/14,Wood Duck,Bird,Juvenile,1,6/25/14,83 Brookside Drive,North Kingstown,Orphaned,
6/27/14,Wood Duck,Bird,Juvenile,1,6/25/14,Kenyon Hill Trail,Wyoming,Orphaned,
6/19/14,Wood Duck,Bird,Juvenile,3,6/19/14,Bullocks Point Avenue Fire Station,Riverside,Orphaned,Mother hit by car
6/22/14,Wood Duck,Bird,Juvenile,1,6/22/14,Roger Williams Park Zoo,Providence,Orphaned,Left at security gate
5/25/14,Wood Duck,Bird,Juvenile,10,5/24/14,Lake Tiogue,Coventry,Orphaned,
5/23/14,Wood Duck,Bird,Juvenile,1,5/23/14,Newport Ave,East Providence,Orphaned,
5/30/14,Wood Duck,Bird,Juvenile,1,5/30/14,75 Stony Lane,Exeter,Orphaned,
7/13/14,Wood Duck,Bird,Juvenile,1,7/13/14,South Kingstown,South Kingstown,Orphaned,
8/22/14,Wood Thrush,Bird,Juvenile,1,8/22/14,Yard 71 Cedar Street,Warwick,Orphaned,
5/20/14,Big Brown Bat,Mammal,Adult,1,5/20/14,,,Injured,Fractured wing
5/9/14,Big Brown Bat,Mammal,Adult,1,5/9/14,70 Turner St,Warwick,Injured,Unresponsive
7/21/14,Big Brown Bat,Mammal,Adult,1,7/21/14,153 Wilson Ave,,Injured,Broken wing
8/6/14,Big Brown Bat,Mammal,Adult,1,8/6/14,799 Shermantown Road,Saunderstown,Unknown trauma,
8/1/14,Big Brown Bat,Mammal,Adult,1,8/1/14,9 Larch Drive,Coventry,Unknown trauma,
3/6/14,Big Brown Bat,Mammal,Adult,1,3/6/14,Attic 70 Vassas Avenue,Providence,Potential Exposure,
4/12/14,Big Brown Bat,Mammal,Adult,1,4/11/14,West Warwick Bike Path,West Warwick,wing injury,
2/4/14,Big Brown Bat,Mammal,Adult,1,2/4/14,80 Sheldon Street,Providence,Found out of hibernation,
2/19/14,Big Brown Bat,Mammal,Adult,1,2/19/14,250 Lloyd Street,Providence,Disturbed during hibernation ,
11/19/14,Big Brown Bat,Mammal,Adult,1,11/19/14,170 Westminster Street,Providence,Unknown Trauma,
1/9/14,Big Brown Bat,Mammal,Adult,1,1/9/14,Storage Area  100 Stonedale Road,Warwick,Disturbed during hibernation ,
11/25/14,Deer Mouse,Mammal,Adult,1,11/25/14,In Yard,Lincoln,Attacked by animal,
12/22/14,Deer Mouse,Mammal,Adult,1,12/22/14,In house,Exeter,Cat attack,
3/20/14,Deer Mouse,Mammal,Adult,1,3/20/14,Cliff Walk,Newport,Caught in glue trap,
6/24/14,Deer Mouse,Mammal,Adult,1,6/24/14,67 Cady Avenue,Warwick,Trapped,
6/10/14,Eastern Chipmunk ,Mammal,Adult,1,6/9/14,Cranston,Cranston,Unknown trauma,Leg injury
6/28/14,Eastern Chipmunk ,Mammal,Adult,1,6/28/14,30 Rose Ct,Narragansett,Cat attack,
9/11/14,Eastern Chipmunk ,Mammal,Adult,1,9/11/14,,,Unknown trauma,
9/6/14,Eastern Chipmunk ,Mammal,Adult,1,9/6/14,House 15 Lakeview Road,Pascoag,Unknown trauma,
8/14/14,Eastern Chipmunk ,Mammal,Adult,1,8/14/14,Front Yard 80 Highland Avenue,Wakefield,Unknown trauma,Injured foot
9/20/14,Eastern Chipmunk ,Mammal,Adult,1,9/20/14,Grotto Avenue,Providence,Hit by car,Found stunned in road
9/22/14,Eastern Chipmunk ,Mammal,Adult,1,9/21/14,110 W. Bay Drive,Narragansett,Unknown trauma,Injured leg
5/28/14,Eastern Cottontail,Mammal,Adult,1,5/27/14,"Yard, 26 Noel Court",Wakefield,Cat attack,
7/22/14,Eastern Cottontail,Mammal,Adult,1,7/22/14,,Coventry,Injured,
3/22/14,Eastern Cottontail,Mammal,Adult,1,3/21/14,Ross Hill Road,Westerly,Hit by car,broken legs
2/27/14,Eastern Cottontail,Mammal,Adult,1,2/27/14,Route 117,Coventry,Hit by car,
6/9/14,Eastern Cottontail,Mammal,Adult,1,6/9/14,6 Yates Avenue,Coventry,Unknown trauma,Broken leg
9/29/14,Eastern Cottontail,Mammal,Adult,1,9/29/14,21 White Rock Road,Coventry,Unknown trauma,Paralyzed
9/24/14,Eastern Cottontail,Mammal,Adult,1,9/23/14,Roland Street,Cumberland,Cat attack,fx ankle
12/5/14,Eastern Cottontail,Mammal,Adult,1,12/5/14,80 McPartland Way,East Greenwich,Cat attack,
3/14/14,Eastern Cottontail,Mammal,Adult,1,3/13/14,Newman Avenue,East Providence,Hit by car,
10/9/14,Eastern Cottontail,Mammal,Adult,1,10/9/14,Saunderstown,Saunderstown,Unknown trauma,
9/5/14,Eastern Cottontail,Mammal,Adult,1,9/5/14,,Saunderstown,Unknown trauma,Not using back legs
5/13/14,Eastern Cottontail,Mammal,Adult,1,5/13/14,151 Sauga Ave,North Kingstown,Cat attack,
3/28/14,Eastern Cottontail,Mammal,Adult,1,3/27/14,Sprague Court,Portsmouth,Attacked by animal,Degloved
3/22/14,Eastern Cottontail,Mammal,Adult,1,3/22/14,Plainfield Pike,Johnston,Hit by car,
5/23/14,Eastern Cottontail,Mammal,Adult,1,5/23/14,72 Branch Pike,Smithfield,HBC,Back legs paralyzed
6/19/14,Eastern Cottontail,Mammal,Adult,1,6/19/14,Driveway 60 Pershing Avenue,Tiverton,Hit by car,
2/11/14,Eastern Cottontail,Mammal,Adult,1,2/11/14,63 Elkland Road,Warwick,hit by car,Blind
8/30/14,Eastern Cottontail,Mammal,Adult,1,8/30/14,,Warwick,Cat attack,Degloved
9/19/14,Eastern Cottontail,Mammal,Adult,1,9/19/14,166 West Shore Road,Warwick,Unknown trauma,
12/10/14,Eastern Cottontail,Mammal,Adult,1,12/10/14,217 Armstrong Avenue,Warwick,Stuck in fence,Degloved
5/1/14,Eastern Cottontail,Mammal,Adult,1,5/2/14,1 East Shore Road,Jamestown,Attacked by animal,"Badly degloved, cold, neuro"
8/31/14,Eastern Cottontail,Mammal,Adult,1,8/31/14,115 W. Main Street,Wickford,Unknown trauma,Paralyzed
6/30/14,Eastern Cottontail,Mammal,Adult,1,6/30/14,Wood River,Wood River Junction,Unknown trauma,
7/23/14,Eastern Cottontail,Mammal,Adult,1,7/23/14,North Kingstown,North Kingstown,Hit by car,
8/9/14,Eastern Cottontail,Mammal,Adult,1,8/6/14,West Bay Drive,Narragansett,Unknown trauma,
5/22/14,Eastern Cottontail,Mammal,Adult,1,5/21/14,,Cumberland,Orphaned,
4/9/14,Eastern Cottontail,Mammal,Adult,1,4/9/14,New York Avenue,Cumberland,Unknown trauma,Scratch on face
7/11/14,Eastern Cottontail,Mammal,Adult,1,7/11/14,62 Hewitt Street,Warwick,Hit by car,
3/11/14,Eastern Cottontail,Mammal,Adult,1,7/4/05,West warwick,West Warwick,Raised by human,had for 2 years
7/31/14,Eastern Cottontail,Mammal,Adult,1,7/28/14,"Backyard, 1543 Comm Perry Hwy",Wakefield,Injured,Bot fly infection
